airline_sentiment,text,cleaned_text
neutral,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",If youd love to see more girls be inspired to become pilots RT our free WOAW event March 28 at ABQ
positive,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,Thanks Good times there and back Vodkatonics the entire flightsfo
neutral,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",beats expectations shares take off  Santa Cruz Sentinel
neutral,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,BIG Lovegratitudempower w  weRin OSCARS2105 VIPswagbags AvalonHollywood
positive,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",youre doing a great job adding little luxuriesaesthetics that improve the air travel experience Thank you Keep it up
neutral,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,Grand Budapest Hotel OscarsCountdown
neutral,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,This is what you missed  Next trip to the 407
negative,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience
negative,@VirginAmerica there is something wrong with you website in Safari iPhone,there is something wrong with you website in Safari iPhone
negative,@VirginAmerica Already checked in so the page expired :X,Already checked in so the page expired X
negative,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,Boo for a not refunding a seat upgrade fee I did not want to buy in the first place
positive,@VirginAmerica I see what you did there ;),I see what you did there
positive,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,cutest salt and pepper shaker ever Just when I think you guys cant get any better you just do
negative,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",moved my seat with no notice Better seat is cabin select not behind the row I selected DISAPPOINTED
positive,@VirginAmerica fav airline,fav airline
positive,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),we have a hot female pilot Sweet DCA to SFO
neutral,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,what is your policy on flying after surgery  I am still waiting for answer so I can tell me doctor
negative,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,already contacted Central Baggage amp sent DM  is charging me for the dress that was in the lost suitcase help
positive,@VirginAmerica Thank you!!,Thank you
negative,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,Is there anything going on with the website Ive been getting a lot of errors past 30 minutes
neutral,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,I think i left something on the plane yesterday who do i callah
neutral,@VirginAmerica I need you to follow back in order to DM.,I need you to follow back in order to DM
neutral,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,Need to start flying to
negative,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,I have just checked in flight to SFO from LAX amp been told as Atlantic Flying Club Gold I get no benefits
negative,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",Funny story your website is broken you have missing javascript and stylesheets on the checkin process I dislike this
positive,@VirginAmerica would love to do more for virgin just like I do for @GoPro,would love to do more for virgin just like I do for
neutral,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",I applied for a position in  and I was wondering if you guys received my application
neutral,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,achieves a second year of profitability despite revenue pressure
neutral,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",gives positive outlook but sees increased competition
negative,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,Im trying to check into my 1050AM CT flight tmm on the desktop website and its not working some sort of caching bug SOS
neutral,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,weather delays gt next few weeks  JFK BOS DCA
neutral,@VirginAmerica @madbee95 check the website before you go to the airport!,check the website before you go to the airport
negative,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,Do you guys know your checkin links from emails are broken
neutral,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,pilot says we expect a choppy landing in NYC due to some gusty winds wa temperature of about 5 degrees amp wthe windchill 8
negative,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,The Flight Booking Problems section of your website seems to be broken on Chrome Might wanna look into that
positive,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,Hi Just wanted to see if you have any new routes planned this year for Newark Love flying you guys and hope to do so more
neutral,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,is saving my sanity right now
neutral,@VirginAmerica missed my flight. How does standby work?,missed my flight How does standby work
neutral,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,brought it all the way across the country today I see
positive,@VirginAmerica thank you! I absolutely will 😎,thank you I absolutely will
negative,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,Looks like a broken link for your assets
neutral,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,are you ready Lets say it together Noooo turbulence today
negative,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,the manage itinerary section of your website seems to be broken for me
negative,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",cant check in your site looks like this every time it loads
neutral,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,can u help this   needs urgent treatment in2y old battling cancer could u help with flights freyasfund
negative,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,WTF is happening in PDX Late Flight March such that one way from SFO is 550
neutral,@VirginAmerica add DTW and I'm sold!,add DTW and Im sold
positive,@VirginAmerica How about some free drinks on the flight back for the free promo?,How about some free drinks on the flight back for the free promo
positive,@VirginAmerica @SSal thanks!,thanks
neutral,@VirginAmerica momma I made it! 😁😁😁,momma I made it
neutral,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,Seattle bound Wifey got me the duffle for vday Shes a keeper Holla
